Word,Bouba-Kiki Rank
dictionaries,75
dictionary,80
did,83
die,67
died,75
diego,70
dies,75
diesel,75
diet,75
dietary,79
diff,88
differ,83
difference,80
differences,82
different,83
differential,79
differently,86
difficult,83
difficulties,79
difficulty,85
diffs,90
dig,83
digest,83
digit,80
digital,79
dim,83
dimension,78
dimensional,77
dimensions,80
dining,83
dinner,83
dip,83
diploma,79
dir,83
direct,83
directed,81
direction,78
directions,80
directive,78
directly,88
director,81
directories,77
directors,83
directory,83
dirt,88
dirty,90
dis,83
disabilities,75
disability,80
disable,79
disabled,81
disagree,75
disappointed,79
disaster,81
disc,88
discharge,83
disciplinary,83
discipline,80
disciplines,82
disclaimer,80
disclaimers,82
disclose,81
disclosure,80
disco,80
discount,81
discounted,80
discounts,83
discover,81
discovered,80
discovery,83
discrete,81
discretion,80
discrimination,79
discs,90
discuss,86
discussed,83
discusses,83
discussing,85
discussion,80
discussions,82
disease,71
diseases,75
dish,88
dishes,83
disk,88
disks,90
disney,83
disorder,81
disorders,83
dispatch,88
dispatched,85
display,86
displayed,83
displaying,85
displays,88
disposal,81
disposition,77
dispute,79
disputes,81
dist,88
distance,81
distances,83
distant,86
distinct,88
distinction,82
distinguished,81
distribute,80
distributed,82
distribution,79
distributions,81
distributor,82
distributors,83
district,88
districts,89
disturbed,83
div,83
dive,75
diverse,79
diversity,83
divide,75
divided,79
dividend,81
divine,75
diving,83
division,75
divisions,78
divorce,79
divx,88
diy,83
dj,100
dk,100
dl,100
dm,100
dna,83
dns,100
do,75
doc,83
dock,88
docs,88
doctor,83
doctors,86
doctrine,81
document,81
documentary,82
documentation,77
documented,80
documents,83
dod,83
dodge,80
doe,67
does,75
dog,83
dogs,88
doing,80
doll,88
dollar,83
dollars,86
dolls,90
dom,83
domain,75
domains,79
dome,75
domestic,81
dominant,81
dominican,78
don,83
donald,83
donate,75
donated,79
donation,75
donations,78
done,75
donna,80
donor,80
donors,83
dont,88
doom,75
door,75
doors,80
dos,83
dosage,75
dose,75
dot,83
double,75
doubt,80
doug,75
douglas,79
dover,80
dow,83
down,88
download,81
downloadable,79
downloaded,80
downloading,82
downloads,83
downtown,88
dozen,80
dozens,83
dp,100
dpi,83
dr,100
draft,90
drag,88
dragon,83
drain,80
drainage,75
drama,80
dramatic,81
dramatically,83
draw,88
drawing,86
drawings,88
drawn,90
draws,90
dream,80
dreams,83
dress,90
dressed,86
dresses,86
dressing,88
drew,88
dried,80
drill,90
drilling,88
drink,90
drinking,88
drinks,92
drive,80
driven,83
driver,83
drivers,86
drives,83
driving,86
drop,88
dropped,86
drops,90
drove,80
drug,88
drugs,90
drum,88
drums,90
drunk,90
dry,100
dryer,90
ds,100
dsc,100
dsl,100
dt,100
dts,100
du,75
dual,75
dubai,70
dublin,83
duck,88
dude,75
due,67
dui,67
duke,75
dumb,88
dump,88
duncan,83
duo,67
duplicate,78
durable,79
duration,75
durham,83
during,83
dust,88
dutch,90
duties,75
duty,88
dv,100
dvd,100
dvds,100
dx,100
dying,90
dylan,90
dynamic,86
dynamics,88
e,50
ea,50
each,75
eagle,70
eagles,75
ear,67
earl,75
earlier,71
earliest,75
early,80
earn,75
earned,75
earning,79
earnings,81
earrings,81
ears,75
earth,80
earthquake,75
ease,62
easier,67
easily,75
east,75
easter,75
eastern,79
easy,75
eat,67
eating,75
eau,50
ebay,75
ebony,80
ebook,70
ebooks,75
ec,75
echo,75
eclipse,79
eco,67
ecological,75
ecology,79
ecommerce,78
economic,75
economics,78
economies,72
economy,79
ecuador,71
ed,75
eddie,70
eden,75
edgar,80
edge,75
edges,80
edinburgh,83
edit,75
edited,75
editing,79
edition,71
editions,75
editor,75
editorial,72
editorials,75
editors,79
edmonton,81
eds,83
edt,83
educated,75
education,72
educational,73
educators,78
edward,83
edwards,86
ee,50
ef,75
effect,83
effective,78
effectively,82
effectiveness,81
effects,86
efficiency,80
efficient,78
efficiently,82
effort,83
efforts,86
eg,75
egg,83
eggs,88
egypt,90
egyptian,81
eh,75
eight,80
either,75
el,75
elder,80
elderly,86
elect,80
elected,79
election,75
elections,78
electoral,78
electric,81
electrical,80
electricity,82
electro,79
electron,81
electronic,80
electronics,82
elegant,79
element,79
elementary,80
elements,81
elephant,81
elevation,72
eleven,75
eligibility,77
eligible,75
eliminate,72
elimination,73
elite,70
elizabeth,78
ellen,80
elliott,79
ellis,80
else,75
elsewhere,78
elvis,80
em,75
emacs,80
email,70
emails,75
embassy,86
embedded,81
emerald,79
emergency,83
emerging,81
emily,80
eminem,75
emirates,75
emission,75
emissions,78
emma,75
emotional,72
emotions,75
emperor,79
emphasis,81
empire,75
empirical,78
employ,83
employed,81
employee,75
employees,78
employer,81
employers,83
employment,85
empty,90
en,75
enable,75
enabled,79
enables,79
enabling,81
enb,83
enclosed,81
enclosure,78
encoding,81
encounter,78
encountered,77
encourage,72
encouraged,75
encourages,75
encouraging,77
encryption,85
encyclopedia,79
end,83
endangered,80
ended,80
endif,80
ending,83
endless,86
endorsed,81
endorsement,82
ends,88
enemies,71
enemy,80
energy,83
enforcement,82
eng,83
engage,75
engaged,79
engagement,80
engaging,81
engine,75
engineer,75
engineering,77
engineers,78
engines,79
england,86
english,86
enhance,79
enhanced,81
enhancement,82
enhancements,83
enhancing,83
enjoy,80
enjoyed,79
enjoying,81
enlarge,79
enlargement,82
enormous,75
enough,75
enquiries,72
enquiry,79
enrolled,81
enrollment,85
ensemble,81
ensure,75
ensures,79
ensuring,81
ent,83
enter,80
entered,79
entering,81
enterprise,80
enterprises,82
enters,83
entertaining,79
entertainment,81
entire,75
entirely,81
entities,75
entitled,81
entity,83
entrance,81
entrepreneur,79
entrepreneurs,81
entries,79
entry,90
envelope,75
environment,82
environmental,81
environments,83
enzyme,83
eos,67
ep,75
epa,67
epic,75
epinions,75
episode,71
episodes,75
epson,80
eq,75
equal,70
equality,75
equally,79
equation,69
equations,72
equilibrium,73
equipment,78
equipped,75
equity,75
equivalent,75
er,75
era,67
eric,75
ericsson,81
erik,75
erotica,71
erp,83
error,80
errors,83
es,75
escape,75
escorts,86
especially,80
espn,88
essay,80
essays,83
essence,79
essential,78
essentially,82
essentials,80
essex,80
est,83
establish,83
established,82
establishing,83
establishment,85
estate,75
estates,79
estimate,75
estimated,78
estimates,78
estimation,75
estonia,71
et,75
etc,83
eternal,79
ethernet,81
ethical,79
ethics,83
ethiopia,69
ethnic,83
eu,50
eugene,67
eur,67
euro,62
europe,67
european,69
euros,70
ev,75
eva,67
eval,75
evaluate,69
evaluated,72
evaluating,75
evaluation,70
evaluations,73
evanescence,77
evans,80
eve,67
even,75
evening,79
event,80
events,83
eventually,80
ever,75
every,80
everybody,83
everyday,81
everyone,75
everything,85
everywhere,80
evidence,75
evident,79
evil,75
evolution,72
ex,75
exact,80
exactly,86
exam,75
examination,73
examinations,75
examine,71
examined,75
examines,75
examining,78
example,79
examples,81
exams,80
exceed,75
excel,80
excellence,80
excellent,83
except,83
exception,78
exceptional,77
exceptions,80
excerpt,86
excess,83
excessive,78
exchange,81
exchanges,83
excited,79
excitement,80
exciting,81
exclude,79
excluded,81
excluding,83
exclusion,78
exclusive,78
exclusively,82
excuse,75
exec,75
execute,71
executed,75
execution,72
executive,72
executives,75
exempt,83
exemption,78
exercise,75
exercises,78
exhaust,79
exhibit,79
exhibition,75
exhibitions,77
exhibits,81
exist,80
existed,79
existence,78
existing,81
exists,83
exit,75
exotic,75
exp,83
expand,83
expanded,81
expanding,83
expansion,78
expansys,88
expect,83
expectations,79
expected,81
expects,86
expedia,71
expenditure,77
expenditures,79
expense,79
expenses,81
expensive,78
experience,75
experienced,77
experiences,77
experiencing,79
experiment,80
experimental,79
experiments,82
expert,83
expertise,78
experts,86
expiration,75
expired,79
expires,79
explain,79
explained,78
explaining,80
explains,81
explanation,77
explicit,81
explicitly,85
exploration,77
explore,79
explorer,81
exploring,83
explosion,78
expo,75
export,83
exports,86
exposed,79
exposure,75
express,86
expressed,83
expression,80
expressions,82
ext,83
extend,83
extended,81
extending,83
extends,86
extension,78
extensions,80
extensive,78
extent,83
exterior,75
external,81
extra,80
extract,86
extraction,80
extraordinary,81
extras,83
extreme,79
extremely,83
eye,67
eyed,75
eyes,75
ez,75
f,100
fa,75
fabric,83
fabrics,86
fabulous,75
face,75
faced,80
faces,80
facial,75
facilitate,75
facilities,75
facility,81
facing,83
fact,88
factor,83
factors,86
factory,86
facts,90
faculty,86
fail,75
failed,75
failing,79
fails,80
failure,71
failures,75
fair,75
fairfield,78
fairly,83
fairy,80
faith,80
fake,75
fall,88
fallen,83
falling,86
falls,90
false,80
fame,75
familiar,75
families,75
family,83
famous,75
fan,83
fancy,90
fans,88
fantastic,83
fantasy,86
faq,83
faqs,88
far,83
fare,75
fares,80
farm,88
farmer,83
farmers,86
farming,86
farms,90
fascinating,82
fashion,79
fast,88
faster,83
fastest,86
fat,83
fatal,80
fate,75
father,83
fathers,86
fatty,90
fault,80
favor,80
favorite,75
favorites,78
favors,83
favour,75
favourite,72
favourites,75
fax,83
fbi,83
fc,100
fcc,100
fd,100
fda,83
fe,75
fear,75
fears,80
feat,75
feature,71
featured,75
features,75
featuring,78
feb,83
february,81
fed,83
federal,79
federation,75
fee,67
feed,75
feedback,81
feeding,79
feeds,80
feel,75
feeling,79
feelings,81
feels,80
fees,75
feet,75
fell,88
fellow,83
fellowship,85
felt,88
female,75
females,79
fence,80
feof,75
ferrari,79
ferry,90
festival,81
festivals,83
fetish,83
fever,80
few,83
fewer,80
ff,100
fg,100
fi,75
fiber,80
fibre,80
fiction,79
field,80
fields,83
fifteen,79
fifth,90
fifty,90
fig,83
fight,90
fighter,86
fighters,88
fighting,88
figure,75
figured,79
figures,79
fiji,75
file,75
filed,80
filename,75
files,80
filing,83
fill,88
filled,83
filling,86
film,88
filme,80
films,90
filter,83
filtering,83
filters,86
fin,83
final,80
finally,86
finals,83
finance,79
finances,81
financial,78
financing,83
find,88
findarticles,83
finder,83
finding,86
findings,88
findlaw,86
finds,90
fine,75
finest,83
finger,83
fingers,86
finish,83
finished,81
finishing,83
finite,75
finland,86
finnish,86
fioricet,75
fire,75
fired,80
firefox,79
fireplace,78
fires,80
firewall,81
firewire,75
firm,88
firms,90
firmware,81
first,90
fiscal,83
fish,88
fisher,83
fisheries,78
fishing,86
fist,88
fit,83
fitness,86
fits,88
fitted,83
fitting,86
five,75
fix,83
fixed,80
fixes,80
fixtures,81
fl,100
flag,88
flags,90
flame,80
flash,90
flashers,88
flashing,88
flat,88
flavor,83
fleece,75
fleet,80
flesh,90
flex,88
flexibility,82
flexible,81
flickr,92
flight,92
flights,93
flip,88
float,80
floating,81
flood,80
floor,80
flooring,81
floors,83
floppy,92
floral,83
florence,81
florida,79
florist,86
florists,88
flour,80
flow,88
flower,83
flowers,86
flows,90
floyd,90
flu,83
fluid,80
flush,90
flux,88
fly,100
flyer,90
flying,92
fm,100
fo,75
foam,75
focal,80
focus,80
focused,79
focuses,79
focusing,81
fog,83
fold,88
folder,83
folders,86
folding,86
folk,88
folks,90
follow,83
followed,81
following,83
follows,86
font,88
fonts,90
foo,67
food,75
foods,80
fool,75
foot,75
footage,71
football,81
footwear,75
for,83
forbes,83
forbidden,83
force,80
forced,83
forces,83
ford,88
forecast,81
forecasts,83
foreign,79
forest,83
forestry,88
forests,86
forever,79
forge,80
forget,83
forgot,83
forgotten,83
fork,88
form,88
formal,83
format,83
formation,78
formats,86
formatting,85
formed,83
former,83
formerly,88
forming,86
forms,90
formula,79
fort,88
forth,90
fortune,79
forty,90
forum,80
forums,83
forward,86
forwarding,85
fossil,83
foster,83
foto,75
fotos,80
fought,83
foul,75
found,80
foundation,75
foundations,77
founded,79
founder,79
fountain,75
four,75
fourth,83
fox,83
fp,100
fr,100
fraction,81
fragrance,83
fragrances,85
frame,80
framed,83
frames,83
framework,83
framing,86
france,83
franchise,83
francis,86
francisco,83
frank,90
frankfurt,89
franklin,88
fraser,83
fraud,80
fred,88
frederick,83
free,75
freebsd,86
freedom,79
freelance,78
freely,83
freeware,75
freeze,75
freight,86
french,92
frequencies,77
frequency,83
frequent,81
frequently,85
fresh,90
fri,83
friday,83
fridge,83
friend,83
friendly,88
friends,86
friendship,85
frog,88
from,88
front,90
frontier,81
frontpage,83
frost,90
frozen,83
fruit,80
fruits,83
fs,100
ft,100
ftp,100
fu,75
fuel,75
fuji,75
fujitsu,79
full,88
fully,90
fun,83
function,81
functional,80
functionality,81
functioning,82
functions,83
fund,88
fundamental,82
fundamentals,83
funded,83
funding,86
fundraising,82
funds,90
funeral,79
funk,88
funky,90
funny,90
fur,83
furnished,83
furnishings,86
furniture,78
further,86
furthermore,82
fusion,75
future,75
futures,79
fuzzy,90
fw,100
fwd,100
fx,100
fy,100
g,100
ga,75
gabriel,79
gadgets,86
gage,75
gain,75
gained,75
gains,80
galaxy,83
gale,75
galleries,78
gallery,86
gambling,88
game,75
gamecube,75
games,80
gamespot,81
gaming,83
gamma,80
gang,88
gap,83
gaps,88
garage,75
garbage,79
garcia,75
garden,83
gardening,83
gardens,86
garlic,83
garmin,83
gary,88
gas,83
gasoline,75
gate,75
gates,80
gateway,79
gather,83
gathered,81
gathering,83
gauge,70
gave,75
gay,83
gays,88
gazette,79
gb,100
gba,83
gbp,100
gc,100
gcc,100
gd,100
gdp,100
ge,75
gear,75
geek,75
gel,83
gem,83
gen,83
gender,83
gene,75
genealogy,78
general,79
generally,83
generate,75
generated,78
generates,78
generating,80
generation,75
generations,77
generator,78
generators,80
generic,79
generous,75
genes,80
genesis,79
genetic,79
genetics,81
geneva,75
genius,75
genome,75
genre,80
genres,83
gentle,83
gentleman,83
gently,92
genuine,71
geo,67
geographic,80
geographical,79
geography,83
geological,75
geology,79
geometry,81
george,75
georgia,71
gerald,83
german,83
germany,86
get,83
gets,88
getting,86
gg,100
ghana,80
ghost,90
ghz,100
gi,75
giant,80
giants,83
gibraltar,83
gibson,83
gif,83
gift,88
gifts,90
gig,83
gilbert,86
girl,88
girlfriend,85
girls,90
gis,83
give,75
given,80
gives,80
giving,83
gl,100
glad,88
glance,83
glasgow,86
glass,90
glasses,86
glen,88
glenn,90
global,83
globe,80
glory,90
glossary,88
gloves,83
glow,88
glucose,79
gm,100
gmbh,100
gmc,100
gmt,100
gnome,80
gnu,83
go,75
goal,75
goals,80
goat,75
gods,88
goes,75
going,80
gold,88
golden,83
golf,88
gone,75
gonna,80
good,75
goods,80
google,75
gordon,83
gore,75
gorgeous,75
gospel,83
gossip,83
got,83
gothic,83
goto,75
gotta,80
gotten,83
gourmet,79
governance,80
governing,83
government,85
governmental,83
governments,86
governor,81
gp,100
gpl,100
gps,100
gr,100
grab,88
grace,80
grad,88
grade,80
grades,83
gradually,83
graduate,75
graduated,78
graduates,78
graduation,75
graham,83
grain,80
grammar,86
grams,90
grand,90
grande,83
granny,92
grant,90
granted,86
grants,92
graph,90
graphic,86
graphical,83
graphics,88
graphs,92
gras,88
grass,90
grateful,81
gratis,83
gratuit,79
grave,80
gravity,86
gray,88
great,80
greater,79
greatest,81
greatly,86
greece,75
greek,80
green,80
greene,75
greenhouse,75
greensboro,80
greeting,81
greetings,83
greg,88
gregory,86
grenada,79
grew,88
grey,88
grid,88
griffin,86
grill,90
grip,88
grocery,86
groove,75
gross,90
ground,83
grounds,86
groundwater,82
group,80
groups,83
grove,80
grow,88
growing,86
grown,90
grows,90
growth,92
gs,100
gsm,100
gst,100
gt,100
gtk,100
guam,75
guarantee,72
guaranteed,75
guarantees,75
guard,80
guardian,75
guards,83
guatemala,72
guess,80
guest,80
guestbook,78
guests,83
gui,67
guidance,75
guide,70
guided,75
guidelines,75
guides,75
guild,80
guilty,83
guinea,67
guitar,75
guitars,79
gulf,88
gun,83
guns,88
guru,75
guy,83
guyana,75
guys,88
gym,100
gzip,88
h,100
ha,75
habitat,79
habits,83
hack,88
hacker,83
had,83
hair,75
hairy,80
haiti,70
half,88
halifax,79
hall,88
halloween,78
halo,75
ham,83
hamburg,86
hamilton,81
hammer,83
hampshire,83
hampton,86
hand,88
handbags,88
handbook,81
handed,83
handheld,88
handhelds,89
handle,83
handled,86
handles,86
handling,88
handmade,81
hands,90
handy,90
hang,88
hanging,86
hans,88
hansen,83
happen,83
happened,81
happening,83
happens,86
happiness,83
happy,90
harassment,85
harbor,83
harbour,79
hard,88
hardcover,83
harder,83
hardly,92
hardware,81
hardwood,81
harley,83
harm,88
harmful,86
harmony,86
harold,83
harper,83
harris,83
harrison,81
harry,90
hart,88
hartford,88
harvard,86
harvest,86
harvey,83
has,83
hash,88
hat,83
hate,75
hats,88
have,75
haven,80
having,83
hawaii,67
hawaiian,69
hawk,88
hay,83
hayes,80
hazard,83
hazardous,78
hazards,86
hb,100
hc,100
hd,100
hdtv,100
he,75
head,75
headed,75
header,75
headers,79
heading,79
headline,75
headlines,78
headphones,80
headquarters,79
heads,80
headset,79
healing,79
health,83
healthcare,80
healthy,86
hear,75
heard,80
hearing,79
hearings,81
heart,80
hearts,83
heat,75
heated,75
heater,75
heath,80
heather,79
heating,79
heaven,75
heavily,79
heavy,80
hebrew,83
heel,75
height,83
heights,86
held,88
helen,80
helena,75
helicopter,80
hello,80
helmet,83
help,88
helped,83
helpful,86
helping,86
helps,90
hence,80
henderson,83
henry,90
hepatitis,78
her,83
herald,83
herb,88
herbal,83
herbs,90
here,75
hereby,83
herein,75
heritage,75
hero,75
heroes,75
herself,86
hewlett,86
hey,83
hh,100
hi,75
hidden,83
hide,75
hierarchy,83
high,88
higher,83
highest,86
highland,88
highlight,89
highlighted,86
highlights,90
highly,92
highs,90
highway,86
highways,88
hiking,83
hill,88
hills,90
hilton,83
him,83
himself,86
hindu,80
hint,88
hints,90
hip,83
hire,75
hired,80
hiring,83
his,83
hispanic,81
hist,88
historic,81
historical,80
history,86
hit,83
hitachi,79
hits,88
hitting,86
hiv,83
hk,100
hl,100
ho,75
hobbies,79
hobby,90
hockey,83
hold,88
holdem,83
holder,83
holders,86
holding,86
holdings,88
holds,90
hole,75
holes,80
holiday,79
holidays,81
holland,86
hollow,83
holly,90
hollywood,83
holmes,83
holocaust,78
holy,88
home,75
homeland,81
homeless,81
homepage,75
homes,80
hometown,81
homework,81
hon,83
honda,80
honduras,81
honest,83
honey,80
hong,88
honolulu,75
honor,80
honors,83
hood,75
hook,75
hop,83
hope,75
hoped,80
hopefully,83
hopes,80
hoping,83
hopkins,86
horizon,79
horizontal,80
hormone,79
horn,88
horrible,81
horror,83
horse,80
horses,83
hose,75
hospital,81
hospitality,82
hospitals,83
host,88
hosted,83
hostel,83
hostels,86
hosting,86
hosts,90
hot,83
hotel,80
hotels,83
hotmail,79
hottest,86
hour,75
hourly,83
hours,80
house,70
household,78
households,80
houses,75
housewares,75
housewives,75
housing,79
houston,79
how,83
howard,83
however,79
howto,80
hp,100
hq,100
hr,100
href,88
hrs,100
hs,100
ht,100
html,100
http,100
hu,75
hub,83
hudson,83
huge,75
hugh,88
hughes,83
hugo,75
hull,88
human,80
humanitarian,75
humanities,75
humanity,81
humans,83
humidity,81
humor,80
hundred,86
hundreds,88
hung,88
hungarian,78
hungary,86
hunger,83
hungry,92
hunt,88
hunter,83
hunting,86
huntington,85
hurricane,78
hurt,88
husband,86
hwy,100
hybrid,92
hydraulic,83
hydrocodone,82
hydrogen,88
hygiene,79
hypothesis,85
hypothetical,83
hyundai,79
hz,100
i,50
ia,50
ian,67
ibm,83
ic,75
ice,67
iceland,79
icon,75
icons,80
icq,83
ict,83
id,75
idaho,70
ide,67
idea,62
ideal,70
ideas,70
identical,78
identification,75
identified,75
identifier,75
identifies,75
identify,81
identifying,82
identity,81
idle,75
idol,75
ids,83
ie,50
ieee,50
if,75
ignore,75
ignored,79
ii,50
iii,50
il,75
ill,83
illegal,79
illinois,75
illness,86
illustrated,82
illustration,79
illustrations,81
im,75
image,70
images,75
imagination,73
imagine,71
imaging,79
img,83
immediate,72
immediately,77
immigrants,85
immigration,77
immune,75
immunology,80
impact,83
impacts,86
impaired,75
imperial,75
implement,83
implementation,79
implemented,82
implementing,83
implications,79
implied,79
implies,79
import,83
importance,80
important,83
importantly,86
imported,81
imports,86
impose,75
imposed,79
impossible,80
impressed,83
impression,80
impressive,80
improve,79
improved,81
improvement,82
improvements,83
improving,83
in,75
inappropriate,77
inbox,80
inc,83
incentive,78
incentives,80
inch,88
inches,83
incidence,78
incident,81
incidents,83
incl,88
include,79
included,81
includes,81
including,83
inclusion,78
inclusive,78
income,75
incoming,81
incomplete,80
incorporate,77
incorporated,79
incorrect,83
increase,75
increased,78
increases,78
increasing,80
increasingly,83
incredible,80
incurred,81
ind,83
indeed,75
independence,79
independent,82
independently,85
index,80
indexed,79
indexes,79
india,70
indian,75
indiana,71
indianapolis,75
indians,79
indicate,75
indicated,78
indicates,78
indicating,80
indication,75
indicator,78
indicators,80
indices,79
indie,70
indigenous,75
indirect,81
individual,75
individually,79
individuals,77
indonesia,72
indonesian,75
indoor,75
induced,79
induction,78
industrial,80
industries,80
industry,88
inexpensive,77
inf,83
infant,83
infants,86
infected,81
infection,78
infections,80
infectious,75
infinite,75
inflation,78
influence,78
influenced,80
influences,80
info,75
inform,83
informal,81
information,77
informational,77
informative,77
informed,81
infrared,81
infrastructure,82
infringement,83
ing,83
ingredients,82
inherited,78
initial,71
initially,78
initiated,72
initiative,70
initiatives,73
injection,78
injured,79
injuries,75
injury,83
ink,83
inkjet,83
inline,75
inn,83
inner,80
innocent,81
innovation,75
innovations,77
innovative,75
inns,88
input,80
inputs,83
inquire,71
inquiries,72
inquiry,79
ins,83
insects,86
insert,83
inserted,81
insertion,78
inside,75
insider,79
insight,86
insights,88
inspection,80
inspections,82
inspector,83
inspiration,77
inspired,81
install,86
installation,79
installations,81
installed,83
installing,85
instance,81
instances,83
instant,86
instantly,89
instead,79
institute,78
institutes,80
institution,77
institutional,77
institutions,79
instruction,82
instructional,81
instructions,83
instructor,85
instructors,86
instrument,85
instrumental,83
instrumentation,80
instruments,86
insulation,75
insulin,79
insurance,78
insured,79
int,83
intake,75
integer,79
integral,81
integrate,78
integrated,80
integrating,82
integration,77
integrity,83
intel,80
intellectual,79
intelligence,79
intelligent,82
intend,83
intended,81
intense,79
intensity,83
intensive,78
intent,83
intention,78
inter,80
interact,81
interaction,77
interactions,79
interactive,77
interest,81
interested,80
interesting,82
interests,83
interface,78
interfaces,80
interference,79
interim,79
interior,75
intermediate,75
internal,81
international,77
internationally,80
internet,81
internship,85
interpretation,79
interpreted,82
interracial,77
intersection,79
interstate,80
interval,81
intervals,83
intervention,79
interventions,81
interview,78
interviews,80
intimate,75
intl,88
into,75
intranet,81
intro,80
introduce,78
introduced,80
introduces,80
introducing,82
introduction,79
introductory,83
invalid,79
invasion,75
invention,78
inventory,83
invest,83
investigate,77
investigated,79
investigation,77
investigations,79
investigator,79
investigators,81
investing,83
investment,85
investments,86
investor,81
investors,83
invisible,78
invision,75
invitation,75
invitations,77
invite,75
invited,79
invoice,71
involve,79
involved,81
involvement,82
involves,81
involving,83
io,50
ion,67
iowa,62
ip,75
ipaq,75
ipod,75
ips,83
ir,75
ira,67
iran,75
iraq,75
iraqi,70
irc,83
ireland,79
irish,80
iron,75
irrigation,75
irs,83
is,75
isa,67
isaac,70
isbn,88
islam,80
islamic,79
island,83
islands,86
isle,75
iso,67
isolated,75
isolation,72
isp,83
israel,75
israeli,71
issn,88
issue,70
issued,75
issues,75
ist,83
istanbul,81
it,75
italia,67
italian,71
italiano,69
italic,75
italy,80
item,75
items,80
its,83
itself,83
itunes,75
iv,75
ivory,80
ix,75
j,100
ja,75
jack,88
jacket,83
jackets,86
jackie,75
jackson,86
jacksonville,83
jacob,80
jade,75
jaguar,75
jail,75
jake,75
jam,83
jamaica,71
james,80
jamie,70
jan,83
jane,75
janet,80
january,79
japan,80
japanese,75
jar,83
jason,80
java,75
javascript,85
jay,83
jazz,88
jc,100
jd,100
je,75
jean,75
jeans,80
jeep,75
jeff,88
jefferson,83
jeffrey,86
jelsoft,86
jennifer,81
jenny,90
jeremy,83
jerry,90
jersey,83
jerusalem,78
jesse,80
jessica,79
jesus,80
jet,83
jets,88
jewel,80
jewellery,83
jewelry,86
jewish,83
jews,88
jill,88
jim,83
jimmy,90
jj,100
jm,100
joan,75
job,83
jobs,88
joe,67
joel,75
john,88
johnny,92
johns,90
johnson,86
johnston,88
join,75
joined,75
joining,79
joins,80
joint,80
joke,75
jokes,80
jon,83
jonathan,81
jones,80
jordan,83
jose,75
joseph,83
josh,88
joshua,75
journal,79
journalism,80
journalist,80
journalists,82
journals,81
journey,79
joy,83
joyce,80
jp,100
jpeg,88
jpg,100
jr,100
js,100
juan,75
judge,80
judges,83
judgment,88
judicial,75
judy,88
juice,70
jul,83
julia,70
julian,75
julie,70
july,88
jump,88
jumping,86
jun,83
junction,81
june,75
jungle,83
junior,75
junk,88
jurisdiction,79
jury,88
just,88
justice,79
justify,86
justin,83
juvenile,75
jvc,100
k,100
ka,75
kai,67
kansas,83
karaoke,71
karen,80
karl,88
karma,80
kate,75
kathy,90
katie,70
katrina,79
kay,83
kazakhstan,85
kb,100
kde,83
keen,75
keep,75
keeping,79
keeps,80
keith,80
kelkoo,75
kelly,90
ken,83
kennedy,86
kenneth,86
kenny,90
keno,75
kent,88
kentucky,88
kenya,80
kept,88
kernel,83
kerry,90
kevin,80
key,83
keyboard,81
keyboards,83
keys,88
keyword,86
keywords,88
kg,100
kick,88
kid,83
kidney,83
kids,88
kijiji,75
kill,88
killed,83
killer,83
killing,86
kills,90
kilometers,80
kim,83
kinase,75
kind,88
kinda,80
kinds,90
king,88
kingdom,86
kings,90
kingston,88
kirk,88
kiss,88
kissing,86
kit,83
kitchen,86
kits,88
kitty,90
klein,80
km,100
knee,75
knew,88
knife,80
knight,92
knights,93
knit,88
knitting,88
knives,83
knock,90
know,88
knowing,86
knowledge,83
knowledgestorm,86
known,90
knows,90
ko,75
kodak,80
kong,88
korea,70
korean,75
kruger,83
ks,100
kurt,88
kuwait,75
kw,100
ky,100
kyle,88
l,100
la,75
lab,83
label,80
labeled,79
labels,83
labor,80
laboratories,75
laboratory,80
labour,75
labs,88
lace,75
lack,88
ladder,83
laden,80
ladies,75
lady,88
lafayette,78
laid,75
lake,75
lakes,80
lamb,88
lambda,83
lamp,88
lamps,90
lan,83
lancaster,83
lance,80
land,88
landing,86
lands,90
landscape,83
landscapes,85
lane,75
lanes,80
lang,88
language,75
languages,78
lanka,80
laos,75
lap,83
laptop,83
laptops,86
large,80
largely,86
larger,83
largest,86
larry,90
las,83
laser,80
last,88
lasting,86
lat,83
late,75
lately,83
later,80
latest,83
latex,80
latin,80
latina,75
latinas,79
latino,75
latitude,75
latter,83
latvia,75
lauderdale,75
laugh,80
laughing,81
launch,83
launched,81
launches,81
laundry,86
laura,70
lauren,75
law,83
lawn,88
lawrence,81
laws,88
lawsuit,79
lawyer,83
lawyers,86
lay,83
layer,80
layers,83
layout,75
lazy,88
lb,100
lbs,100
lc,100
lcd,100
ld,100
le,75
lead,75
leader,75
leaders,79
leadership,80
leading,79
leads,80
leaf,75
league,67
lean,75
learn,80
learned,79
learners,81
learning,81
lease,70
leasing,79
least,80
leather,79
leave,70
leaves,75
leaving,79
lebanon,79
lecture,79
lectures,81
led,83
lee,67
leeds,80
left,88
leg,83
legacy,83
legal,80
legally,86
legend,83
legendary,83
legends,86
legislation,77
legislative,77
legislature,77
legitimate,75
legs,88
leisure,71
lemon,80
len,83
lender,83
lenders,86
lending,86
length,92
lens,88
lenses,83
leo,67
leon,75
leonard,79
leone,70
les,83
lesbian,79
lesbians,81
leslie,75
less,88
lesser,83
lesson,83
lessons,86
let,83
lets,88
letter,83
letters,86
letting,86
leu,67
level,80
levels,83
levitra,79
levy,88
